property_id,area,property_type,condition,finishing_type,furnished,view_type,area_sqm,bedrooms,bathrooms,floor_number,building_age_years,year_built,parking_spaces,has_pool,has_gym,has_security,has_elevator,has_balcony,is_compound,garden_sqm,floor_to_ceiling_height_m,distance_to_center_km,distance_to_metro_km,service_charge_annual_egp,sqm_market_rate_egp,condition_multiplier,finishing_multiplier,price_egp,base_value_egp
EG-003952,Sheikh Zayed,Apartment,Excellent,Fully Finished,Unfurnished,Street,229,6,5,3,1,2024,1,0,0,1,1,1,0,0,2.8,20.7,5.4,74700,49800,1.08,1.22,15127000,15026000
EG-003953,Giza - Faisal,Apartment,New,Core & Shell,Partially Furnished,Pool,204,4,3,16,2,2023,1,1,0,0,1,0,1,0,3.1,10.9,11.2,131600,15000,1.18,0.78,3416000,2816000
EG-003954,Dokki,Apartment,Needs Renovation,Core & Shell,Unfurnished,Garden,72,2,1,8,9,2016,1,0,0,1,1,1,0,0,3.0,5.8,1.8,21200,22000,0.7,0.78,971000,865000
EG-003955,Ain Sokhna,Apartment,Fair,Semi Finished,Unfurnished,Street,234,5,4,19,3,2022,0,0,0,1,0,0,1,0,3.2,33.4,2.7,154900,91200,0.87,1.0,18575000,18566000
EG-003956,Dokki,Apartment,Fair,Semi Finished,Furnished,Sea/Lake,237,6,4,10,8,2017,0,0,0,0,1,0,0,0,3.1,11.3,6.9,125500,22000,0.87,1.0,4791000,4536000
EG-003957,Heliopolis,Apartment,Good,Core & Shell,Partially Furnished,City,175,5,4,20,10,2015,0,0,1,1,1,1,0,0,3.0,3.1,10.3,86900,25000,1.0,0.78,3489000,3412000
EG-003958,North Coast - Ras El Hekma,Studio,Good,Fully Finished,Unfurnished,Garden,65,1,1,3,6,2019,1,0,0,0,1,1,1,0,3.2,9.3,1.5,25200,75440,1.0,1.22,6251000,5982000
EG-003959,Alexandria - Smouha,Studio,Excellent,Core & Shell,Furnished,Garden,196,3,2,5,5,2020,0,0,0,0,1,0,0,0,3.2,8.7,0.8,123100,10120,1.08,0.78,1847000,1671000
EG-003960,New Administrative Capital,Apartment,Fair,Fully Finished,Unfurnished,Pool,142,3,3,21,0,2025,1,0,0,0,1,0,1,0,2.9,6.2,3.6,57900,60000,0.87,1.22,9400000,9043000
EG-003961,Ain Sokhna,Apartment,Good,Core & Shell,Unfurnished,Street,114,2,1,4,12,2013,1,1,0,0,0,1,1,0,2.8,16.8,0.7,74800,91200,1.0,0.78,8393000,8110000
EG-003962,Hurghada,Apartment,New,Semi Finished,Unfurnished,City,150,4,3,19,12,2013,1,1,1,1,1,1,0,0,3.4,26.7,3.7,104000,26500,1.18,1.0,4898000,4690000
EG-003963,Zamalek,Apartment,Good,Semi Finished,Unfurnished,Street,151,3,2,21,1,2024,2,0,1,1,1,1,1,0,2.9,21.3,7.8,93400,50000,1.0,1.0,7954000,7550000
EG-003964,6th of October City,Apartment,Good,Semi Finished,Unfurnished,Street,115,4,3,6,0,2025,0,0,0,1,0,0,0,0,2.7,5.9,2.9,74400,47000,1.0,1.0,5484000,5405000
EG-003965,Alexandria - Miami,Studio,Good,Semi Finished,Unfurnished,Pool,97,3,2,2,0,2025,1,0,0,0,0,1,0,0,3.0,14.9,1.1,57700,8740,1.0,1.0,1019000,848000
EG-003966,Sheikh Zayed,Apartment,Excellent,Semi Finished,Unfurnished,Garden,217,4,3,19,8,2017,1,0,0,0,1,1,1,0,2.7,0.4,0.9,48500,49800,1.08,1.0,11955000,11671000
EG-003967,Obour City,Duplex,Excellent,Semi Finished,Unfurnished,Street,123,2,2,1,14,2011,1,0,1,0,1,0,0,20,2.7,8.0,2.5,52200,25391,1.08,1.0,3391000,3373000
EG-003968,New Cairo - 5th Settlement,Apartment,Excellent,Semi Finished,Unfurnished,Pool,101,3,3,5,8,2017,2,0,0,1,0,1,0,0,3.0,7.4,2.0,58000,61550,1.08,1.0,6970000,6714000
EG-003969,Ismailia,Apartment,Excellent,Semi Finished,Partially Furnished,Street,159,3,3,21,1,2024,1,0,1,0,1,1,1,0,3.0,1.6,4.5,72900,10500,1.08,1.0,2239000,1803000
EG-003970,North Coast - Ras El Hekma,Apartment,Excellent,Semi Finished,Unfurnished,Sea/Lake,110,3,2,1,16,2009,1,0,0,0,0,1,0,0,3.3,2.7,2.9,51500,82000,1.08,1.0,9902000,9742000
EG-003971,Shubra,Apartment,Excellent,Core & Shell,Unfurnished,Street,52,2,2,9,1,2024,1,0,1,1,1,0,0,0,3.2,4.0,1.6,22600,16000,1.08,0.78,909000,701000
EG-003972,New Administrative Capital,Studio,Good,Fully Finished,Unfurnished,Street,97,3,2,11,0,2025,2,0,1,0,1,1,0,0,3.3,20.9,0.2,40900,55200,1.0,1.22,6765000,6532000
EG-003973,Nasr City,Villa,Excellent,Semi Finished,Unfurnished,Pool,135,4,3,2,8,2017,0,1,1,0,1,1,0,123,3.0,1.8,1.7,27400,45200,1.08,1.0,7034000,6590000
EG-003974,New Administrative Capital,Apartment,New,Fully Finished,Unfurnished,Street,101,3,3,19,0,2025,1,0,0,0,1,1,0,0,3.2,12.1,2.6,37600,60000,1.18,1.22,8807000,8724000
EG-003975,Zamalek,Villa,Excellent,Fully Finished,Unfurnished,Garden,108,2,1,23,19,2006,0,0,0,1,1,1,1,91,3.0,23.8,0.2,25300,80000,1.08,1.22,11438000,11384000
EG-003976,6th of October City,Apartment,Excellent,Core & Shell,Partially Furnished,Street,175,4,3,16,9,2016,1,0,1,1,0,1,0,0,3.4,7.9,4.0,114500,47000,1.08,0.78,7063000,6929000
EG-003977,New Administrative Capital,Studio,Good,Fully Finished,Furnished,Garden,65,2,1,20,0,2025,1,0,0,0,1,1,0,0,2.9,28.3,7.1,31600,55200,1.0,1.22,4614000,4377000
EG-003978,New Cairo - 5th Settlement,Apartment,New,Fully Finished,Unfurnished,Garden,291,6,5,3,2,2023,2,0,0,1,1,1,1,0,2.9,29.3,4.0,197900,61550,1.18,1.22,26252000,25785000
EG-003979,New Cairo - 6th Settlement,Apartment,Fair,Fully Finished,Partially Furnished,Street,105,3,3,19,2,2023,2,0,1,1,1,0,0,0,3.2,3.9,9.1,73200,55000,0.87,1.22,6476000,6130000
EG-003980,6th of October City,Studio,Needs Renovation,Fully Finished,Unfurnished,Street,154,4,3,2,0,2025,1,0,0,1,1,1,1,0,3.1,4.8,6.8,97600,43240,0.7,1.22,6010000,5687000
EG-003981,Nasr City,Townhouse,Good,Fully Finished,Unfurnished,City,382,8,6,13,10,2015,1,0,0,1,0,1,0,103,2.7,4.2,5.8,192700,38420,1.0,1.22,18072000,17905000
EG-003982,Shubra,Townhouse,New,Semi Finished,Partially Furnished,Street,210,5,3,1,6,2019,0,1,1,0,1,1,1,27,2.7,2.5,0.4,95500,25500,1.18,1.0,6826000,6319000
EG-003983,North Coast - New Alamein,Villa,Excellent,Semi Finished,Unfurnished,Street,171,4,3,23,2,2023,2,0,1,1,0,1,0,177,3.2,8.8,2.8,40500,90000,1.08,1.0,16974000,16621000
EG-003984,North Coast - Ras El Hekma,Apartment,Good,Semi Finished,Furnished,City,69,2,1,17,8,2017,2,1,1,0,0,0,0,0,2.8,11.1,3.7,22500,82000,1.0,1.0,6148000,5658000
EG-003985,Heliopolis,Studio,Excellent,Fully Finished,Unfurnished,Street,90,3,3,11,7,2018,1,0,0,1,1,1,0,0,3.1,15.0,2.0,21700,23000,1.08,1.22,2757000,2727000
EG-003986,Hurghada,Apartment,Fair,Semi Finished,Partially Furnished,Sea/Lake,181,4,3,21,2,2023,0,0,0,0,1,0,1,0,3.2,10.3,6.7,51100,26500,0.87,1.0,4602000,4173000
EG-003987,North Coast - New Alamein,Studio,New,Fully Finished,Furnished,Street,86,2,2,3,10,2015,2,0,0,1,1,1,0,0,2.7,1.5,2.1,56600,70058,1.18,1.22,8948000,8674000
EG-003988,Giza - Haram,Apartment,Excellent,Fully Finished,Unfurnished,Street,297,5,4,0,19,2006,1,0,1,1,0,0,0,0,3.0,35.5,16.1,139700,18000,1.08,1.22,6816000,7044000
EG-003989,New Cairo - 5th Settlement,Apartment,Good,Semi Finished,Furnished,Street,131,3,2,20,3,2022,1,0,1,1,1,0,0,0,3.1,10.3,10.1,40700,61550,1.0,1.0,8349000,8063000
EG-003990,North Coast - Ras El Hekma,Duplex,Excellent,Fully Finished,Unfurnished,City,106,2,1,11,0,2025,1,0,0,1,1,1,0,71,2.9,7.8,1.7,26500,113159,1.08,1.22,15991000,15804000
EG-003991,Suez,Villa,New,Fully Finished,Unfurnished,Pool,83,3,2,4,0,2025,0,0,0,1,1,1,0,59,3.2,6.1,1.3,53500,20000,1.18,1.22,2631000,2390000
EG-003992,Shubra,Apartment,New,Semi Finished,Unfurnished,City,79,2,1,4,17,2008,1,0,0,0,1,1,1,0,2.9,21.0,8.0,34700,16000,1.18,1.0,1519000,1492000
EG-003993,Hurghada,Apartment,New,Fully Finished,Unfurnished,Pool,115,3,2,10,8,2017,0,0,0,0,1,1,1,0,3.1,15.3,6.0,24100,26500,1.18,1.22,4573000,4387000
EG-003994,Alexandria - Miami,Apartment,New,Fully Finished,Unfurnished,Sea/Lake,330,7,5,11,10,2015,2,0,0,0,0,0,0,0,3.3,1.2,2.7,87900,9500,1.18,1.22,4793000,4513000
EG-003995,Suez,Apartment,Excellent,Fully Finished,Unfurnished,Street,281,6,5,22,0,2025,1,0,1,1,1,1,0,0,3.1,8.9,9.8,181600,10000,1.08,1.22,3892000,3702000
EG-003996,New Cairo - 5th Settlement,Duplex,Excellent,Semi Finished,Furnished,Garden,130,3,2,15,0,2025,1,0,1,0,1,1,1,92,2.9,8.9,1.4,78400,84939,1.08,1.0,12557000,11925000
EG-003997,Maadi,Apartment,Good,Fully Finished,Unfurnished,Street,70,1,1,0,10,2015,0,0,0,1,0,0,1,0,2.8,15.3,1.1,40200,26950,1.0,1.22,2345000,2302000
EG-003998,New Cairo - 5th Settlement,Studio,Fair,Semi Finished,Unfurnished,Pool,248,6,5,5,0,2025,1,0,0,0,1,0,0,0,3.2,22.8,0.4,133200,56626,0.87,1.0,12403000,12218000
EG-003999,Heliopolis,Apartment,Excellent,Fully Finished,Unfurnished,City,95,2,1,8,4,2021,1,0,1,1,1,1,1,0,3.0,31.8,1.7,62100,25000,1.08,1.22,3373000,3129000
EG-004000,Giza - Haram,Apartment,New,Semi Finished,Unfurnished,Street,41,1,1,22,11,2014,0,0,0,1,1,0,0,0,3.3,29.1,2.1,26300,18000,1.18,1.0,706000,871000
EG-004001,Giza - Haram,Apartment,Good,Core & Shell,Unfurnished,Garden,75,1,1,24,4,2021,1,0,1,1,1,1,0,0,3.2,29.8,2.0,21400,18000,1.0,0.78,1170000,1053000
EG-004002,New Administrative Capital,Duplex,Excellent,Fully Finished,Unfurnished,Street,54,2,2,5,2,2023,1,1,0,1,1,0,0,160,3.0,3.7,13.9,13300,82800,1.08,1.22,6308000,5891000
EG-004003,Shubra,Apartment,Excellent,Semi Finished,Unfurnished,Garden,389,8,6,22,1,2024,2,1,0,1,0,1,0,0,2.8,12.3,2.3,222100,16000,1.08,1.0,7192000,6722000
EG-004004,Badr City,Duplex,Fair,Semi Finished,Unfurnished,Sea/Lake,283,8,6,24,2,2023,1,0,0,0,1,1,0,106,3.0,2.1,12.4,195400,13040,0.87,1.0,3582000,3211000
EG-004005,North Coast - Ras El Hekma,Apartment,Needs Renovation,Fully Finished,Unfurnished,Street,149,3,2,9,4,2021,1,0,1,1,1,1,0,0,3.1,1.6,0.6,62200,82000,0.7,1.22,10653000,10434000
EG-004006,New Cairo - 5th Settlement,Apartment,Excellent,Core & Shell,Unfurnished,Pool,57,1,1,0,7,2018,2,0,0,1,0,1,0,0,2.8,5.4,0.5,22600,61550,1.08,0.78,3189000,2955000
EG-004007,Nasr City,Penthouse,New,Fully Finished,Furnished,City,182,2,1,8,10,2015,1,0,0,1,1,1,0,0,3.1,1.7,1.0,59300,37897,1.18,1.22,10100000,9929000
EG-004008,Ain Sokhna,Duplex,Good,Semi Finished,Furnished,Pool,338,7,6,6,9,2016,1,0,0,1,1,1,0,178,3.1,7.8,4.4,93100,125855,1.0,1.0,42792000,42539000
EG-004009,Zamalek,Apartment,New,Core & Shell,Unfurnished,Sea/Lake,156,4,3,6,5,2020,1,0,0,1,1,0,1,0,3.0,15.0,3.8,37700,50000,1.18,0.78,7597000,7179000
EG-004010,New Cairo - 6th Settlement,Townhouse,Fair,Fully Finished,Furnished,Street,141,4,3,24,2,2023,1,0,0,0,1,1,1,54,3.1,17.8,1.9,63700,74800,0.87,1.22,11564000,11194000
EG-004011,Sharm El-Sheikh,Apartment,Excellent,Semi Finished,Unfurnished,Pool,128,3,2,8,28,1997,0,0,0,0,0,1,0,0,2.7,24.3,0.4,69000,30000,1.08,1.0,3834000,4147000
EG-004012,El Shorouk City,Apartment,Good,Semi Finished,Unfurnished,Garden,71,1,1,6,4,2021,0,0,0,1,1,1,0,0,3.0,5.5,0.9,42200,18600,1.0,1.0,1419000,1321000
EG-004013,Nasr City,Apartment,New,Semi Finished,Unfurnished,Street,61,2,1,2,5,2020,2,0,0,0,0,0,1,0,3.0,0.7,4.0,20100,24450,1.18,1.0,2063000,1760000
EG-004014,Nasr City,Apartment,Excellent,Fully Finished,Unfurnished,Pool,120,3,2,12,1,2024,1,1,0,1,1,1,0,0,2.8,1.3,2.9,45200,24450,1.08,1.22,4358000,3866000
EG-004015,North Coast - Ras El Hekma,Apartment,Excellent,Semi Finished,Partially Furnished,Garden,137,3,2,3,4,2021,2,0,0,0,0,0,1,0,3.0,14.5,2.0,90000,82000,1.08,1.0,12536000,12133000
EG-004016,Giza - Haram,Apartment,Good,Semi Finished,Unfurnished,City,63,1,1,20,5,2020,0,0,1,1,1,0,1,0,2.9,4.7,3.2,27200,18000,1.0,1.0,1382000,1134000
EG-004017,New Cairo - 5th Settlement,Studio,Good,Core & Shell,Unfurnished,Street,255,6,5,14,2,2023,1,0,1,0,1,0,1,0,2.7,19.3,1.7,54400,56626,1.0,0.78,11534000,11263000
EG-004018,Luxor,Studio,Fair,Fully Finished,Unfurnished,City,169,4,3,15,0,2025,1,0,0,0,1,0,1,0,3.0,3.9,3.0,113700,7820,0.87,1.22,1709000,1403000
EG-004019,Obour City,Studio,Good,Fully Finished,Unfurnished,Street,228,5,3,8,27,1998,1,0,0,1,1,1,1,0,2.8,9.5,0.2,106300,16928,1.0,1.22,4718000,4709000
EG-004020,Dokki,Apartment,Excellent,Fully Finished,Unfurnished,Sea/Lake,361,8,6,14,0,2025,1,0,0,1,1,1,1,0,3.0,0.7,1.1,162700,22000,1.08,1.22,11049000,10464000
EG-004021,New Cairo - 6th Settlement,Penthouse,New,Fully Finished,Partially Furnished,Garden,104,3,2,13,4,2021,1,1,0,1,1,1,0,0,2.8,12.8,7.6,45300,85250,1.18,1.22,13151000,12763000
EG-004022,Nasr City,Townhouse,Excellent,Fully Finished,Unfurnished,City,169,4,3,8,4,2021,1,0,0,0,1,1,0,175,3.4,13.7,5.4,39100,38420,1.08,1.22,8765000,8555000
EG-004023,Mostakbal City,Apartment,Fair,Fully Finished,Furnished,Street,305,7,5,21,3,2022,0,0,0,1,0,1,0,0,3.1,3.3,0.5,90500,22000,0.87,1.22,7327000,7122000
EG-004024,New Cairo - 6th Settlement,Duplex,Excellent,Semi Finished,Unfurnished,Garden,148,3,2,2,1,2024,1,0,1,0,0,0,1,57,2.5,15.4,0.8,89200,75900,1.08,1.0,12546000,12132000
EG-004025,Aswan,Penthouse,Good,Fully Finished,Furnished,Street,41,2,2,21,0,2025,1,0,0,0,1,1,1,0,2.9,11.3,0.3,20000,12400,1.0,1.22,1065000,620000
EG-004026,New Cairo - 5th Settlement,Apartment,New,Fully Finished,Unfurnished,Street,92,2,1,12,5,2020,0,0,0,1,1,0,1,0,3.1,23.4,7.5,46300,61550,1.18,1.22,8222000,8152000
EG-004027,Mohandessin,Apartment,New,Fully Finished,Unfurnished,Street,243,6,4,13,19,2006,1,0,1,1,0,1,1,0,2.9,23.5,0.9,159700,23000,1.18,1.22,8108000,8046000
EG-004028,Hurghada,Apartment,Excellent,Fully Finished,Unfurnished,Garden,59,1,1,24,2,2023,1,0,0,1,0,0,0,0,2.9,2.8,2.5,30600,26500,1.08,1.22,2222000,2060000
EG-004029,Sheikh Zayed,Penthouse,Excellent,Fully Finished,Unfurnished,Garden,139,3,2,24,2,2023,1,0,1,0,1,1,1,0,3.1,18.6,0.4,91300,77190,1.08,1.22,14494000,14137000
EG-004030,6th of October City,Duplex,Good,Semi Finished,Unfurnished,Street,147,4,3,16,3,2022,0,0,0,1,0,0,1,48,3.0,4.4,1.5,48400,64859,1.0,1.0,9748000,9534000
EG-004031,Tanta,Apartment,Good,Semi Finished,Unfurnished,City,153,3,2,5,4,2021,1,1,1,1,1,0,1,0,3.0,9.2,5.0,42800,9000,1.0,1.0,1913000,1377000
EG-004032,New Cairo - 6th Settlement,Duplex,Good,Semi Finished,Furnished,Street,160,2,2,16,0,2025,1,0,0,1,1,1,0,72,3.0,22.9,1.1,101600,75900,1.0,1.0,12400000,12144000
EG-004033,Maadi,Apartment,Needs Renovation,Core & Shell,Unfurnished,City,70,1,1,5,21,2004,1,0,0,1,0,1,1,0,3.1,22.5,6.2,15600,26950,0.7,0.78,1010000,1030000
EG-004034,Alexandria - Sporting,Townhouse,Fair,Core & Shell,Furnished,Street,75,2,1,13,5,2020,1,0,0,1,1,1,0,81,2.8,8.4,3.3,37400,26350,0.87,0.78,1650000,1341000
EG-004035,Zamalek,Apartment,New,Core & Shell,Unfurnished,Sea/Lake,116,2,1,4,3,2022,1,1,1,1,0,0,0,0,2.6,1.0,11.8,46600,50000,1.18,0.78,5895000,5338000
EG-004036,Sheikh Zayed,Studio,Fair,Fully Finished,Unfurnished,Street,82,2,2,20,1,2024,1,0,1,1,1,1,1,0,2.9,3.0,1.0,35800,45816,0.87,1.22,4379000,3988000
EG-004037,New Cairo - 6th Settlement,Apartment,Needs Renovation,Fully Finished,Unfurnished,Garden,100,2,2,13,14,2011,1,1,0,1,1,0,0,0,2.7,7.5,0.1,38100,55000,0.7,1.22,4953000,4697000
EG-004038,Maadi,Apartment,Excellent,Semi Finished,Partially Furnished,Garden,197,5,3,19,0,2025,1,0,0,1,1,0,0,0,3.0,5.1,6.5,83500,26950,1.08,1.0,5961000,5734000
EG-004039,Giza - Faisal,Apartment,Good,Fully Finished,Partially Furnished,City,96,2,1,23,4,2021,1,0,0,1,1,0,1,0,2.9,21.6,3.3,32200,15000,1.0,1.22,2022000,1757000
EG-004040,North Coast - Ras El Hekma,Duplex,Fair,Semi Finished,Furnished,Street,592,8,6,9,7,2018,2,0,0,1,1,1,1,391,2.8,14.2,0.6,291000,113159,0.87,1.0,59204000,58281000
EG-004041,New Cairo - 6th Settlement,Apartment,Good,Semi Finished,Partially Furnished,Sea/Lake,63,2,1,19,1,2024,1,0,0,1,1,1,1,0,3.3,45.8,0.7,27800,55000,1.0,1.0,3894000,3465000
EG-004042,New Cairo - 6th Settlement,Villa,Fair,Fully Finished,Unfurnished,City,109,3,3,21,1,2024,1,0,0,1,1,0,0,20,3.0,25.0,3.9,54300,88000,0.87,1.22,10283000,10181000
EG-004043,Nasr City,Studio,Excellent,Semi Finished,Furnished,City,91,2,2,6,3,2022,1,0,1,1,1,1,0,0,2.9,36.9,16.3,44100,22494,1.08,1.0,2379000,2211000
EG-004044,Heliopolis,Apartment,New,Core & Shell,Unfurnished,Garden,153,3,2,10,4,2021,1,0,0,1,0,1,0,0,2.9,13.8,13.4,80900,25000,1.18,0.78,3561000,3521000
EG-004045,Maadi,Apartment,Good,Fully Finished,Unfurnished,Garden,126,2,1,9,3,2022,1,0,0,0,0,0,0,0,3.2,9.3,0.7,44600,26950,1.0,1.22,4267000,4143000
EG-004046,Shubra,Duplex,Excellent,Fully Finished,Unfurnished,Street,354,8,6,21,1,2024,1,1,0,1,1,0,0,32,2.8,12.2,1.6,150500,22080,1.08,1.22,10668000,10299000
EG-004047,Suez,Apartment,Needs Renovation,Fully Finished,Partially Furnished,Street,181,4,3,10,1,2024,0,0,0,1,1,1,0,0,3.4,7.0,8.7,124500,10000,0.7,1.22,1656000,1546000
EG-004048,New Cairo - 5th Settlement,Villa,New,Core & Shell,Unfurnished,City,86,2,2,9,8,2017,0,0,1,1,1,1,0,46,2.9,1.7,0.8,51400,97000,1.18,0.78,7751000,7678000
EG-004049,Mohandessin,Studio,Excellent,Semi Finished,Unfurnished,Garden,200,4,3,7,0,2025,0,0,0,1,1,0,0,0,2.5,8.1,1.9,91300,21160,1.08,1.0,4659000,4571000
EG-004050,Zamalek,Studio,Good,Semi Finished,Unfurnished,Street,72,1,1,6,2,2023,1,0,1,0,1,0,0,0,2.7,22.3,3.0,18700,46000,1.0,1.0,3371000,3312000
EG-004051,Mansoura,Apartment,New,Semi Finished,Unfurnished,Street,324,6,4,2,22,2003,1,0,0,1,1,1,1,0,2.8,6.5,2.5,169700,12000,1.18,1.0,4655000,4588000
EG-004052,New Cairo - 6th Settlement,Studio,Excellent,Fully Finished,Furnished,Pool,114,3,2,6,3,2022,0,0,1,1,1,1,0,0,3.2,9.6,0.5,40400,50600,1.08,1.22,7931000,7600000
EG-004053,6th of October City,Apartment,Good,Semi Finished,Unfurnished,Sea/Lake,283,7,5,20,17,2008,1,0,0,0,1,1,1,0,3.0,4.3,3.9,149000,47000,1.0,1.0,13602000,13301000
EG-004054,Giza - Haram,Apartment,Excellent,Fully Finished,Partially Furnished,Garden,224,6,5,20,45,1980,1,0,0,1,1,1,0,0,2.8,9.7,1.1,153200,18000,1.08,1.22,5069000,5313000
EG-004055,New Cairo - 6th Settlement,Apartment,New,Fully Finished,Unfurnished,Pool,240,5,3,17,0,2025,1,0,0,1,1,1,0,0,3.2,24.3,2.5,167200,55000,1.18,1.22,19231000,19003000
EG-004056,Alexandria - Sporting,Apartment,Good,Semi Finished,Partially Furnished,City,102,2,2,4,7,2018,0,0,0,0,0,0,1,0,3.0,3.4,1.8,70300,12000,1.0,1.0,1405000,1224000
EG-004057,Mansoura,Apartment,New,Fully Finished,Partially Furnished,City,59,2,2,13,8,2017,1,0,0,0,0,1,0,0,2.8,3.8,8.0,24900,12000,1.18,1.22,1083000,1019000
EG-004058,Dokki,Apartment,Excellent,Core & Shell,Furnished,Street,176,3,3,17,0,2025,0,1,0,1,0,1,0,0,2.9,12.0,3.6,90600,22000,1.08,0.78,3663000,3262000
EG-004059,6th of October City,Apartment,New,Fully Finished,Unfurnished,Street,81,2,2,22,18,2007,2,0,0,1,1,1,1,0,2.8,48.4,1.3,50600,47000,1.18,1.22,5516000,5481000
EG-004060,Sharm El-Sheikh,Apartment,Excellent,Semi Finished,Unfurnished,Pool,103,2,2,16,2,2023,0,0,0,1,0,1,0,0,2.5,8.8,4.4,27600,30000,1.08,1.0,3464000,3337000
EG-004061,Luxor,Apartment,Fair,Semi Finished,Unfurnished,Pool,240,5,4,20,11,2014,2,0,1,1,1,1,1,0,3.1,22.8,18.7,63300,8500,0.87,1.0,2106000,1775000
EG-004062,Giza - Haram,Apartment,Needs Renovation,Core & Shell,Unfurnished,Street,160,4,3,16,2,2023,2,0,0,1,1,1,0,0,2.7,4.6,0.4,71700,18000,0.7,0.78,1803000,1572000
EG-004063,Dokki,Apartment,Good,Fully Finished,Partially Furnished,Garden,169,4,3,8,12,2013,1,1,0,0,0,1,1,0,2.8,15.2,4.8,45500,22000,1.0,1.22,4944000,4536000
EG-004064,Sharm El-Sheikh,Apartment,Excellent,Fully Finished,Unfurnished,City,158,3,2,5,14,2011,1,1,1,1,0,1,0,0,2.8,26.3,0.3,73400,30000,1.08,1.22,6406000,6245000
EG-004065,Nasr City,Apartment,New,Fully Finished,Furnished,Pool,116,3,3,21,21,2004,1,0,1,1,1,0,0,0,2.8,1.9,4.3,69900,24450,1.18,1.22,4309000,4083000
EG-004066,Alexandria - Miami,Studio,New,Fully Finished,Furnished,Street,139,3,2,3,4,2021,0,0,0,0,1,0,1,0,2.7,16.7,2.5,51300,8740,1.18,1.22,2010000,1749000
EG-004067,Alexandria - Sporting,Villa,New,Fully Finished,Unfurnished,Street,148,3,3,13,7,2018,1,0,1,1,1,0,1,38,3.1,6.9,0.6,85000,31000,1.18,1.22,6980000,6605000
EG-004068,Badr City,Apartment,New,Fully Finished,Unfurnished,Pool,142,4,3,6,0,2025,1,1,0,0,1,0,0,0,3.3,13.5,7.4,54700,9450,1.18,1.22,2313000,1932000
EG-004069,New Cairo - 5th Settlement,Apartment,Excellent,Fully Finished,Unfurnished,Sea/Lake,104,4,3,4,24,2001,1,0,0,1,0,0,0,0,2.8,3.5,2.8,35900,61550,1.08,1.22,8425000,8434000
EG-004070,Mostakbal City,Apartment,Excellent,Fully Finished,Furnished,Garden,109,3,3,10,12,2013,1,0,0,1,0,1,0,0,3.1,2.9,0.6,40900,22000,1.08,1.22,3368000,3160000
EG-004071,New Cairo - 5th Settlement,Apartment,Excellent,Fully Finished,Unfurnished,Pool,289,6,4,4,14,2011,2,0,0,1,1,0,1,0,3.0,1.2,4.5,137900,61550,1.08,1.22,23638000,23437000
EG-004072,6th of October City,Apartment,Good,Fully Finished,Furnished,Street,100,3,2,7,11,2014,1,0,0,1,1,1,1,0,2.5,1.4,2.8,68700,47000,1.0,1.22,6127000,5734000
EG-004073,Mohandessin,Apartment,Fair,Semi Finished,Unfurnished,Garden,183,4,3,13,4,2021,1,0,0,0,1,0,0,0,2.7,11.1,2.4,41400,23000,0.87,1.0,3749000,3662000
EG-004074,Alexandria - Sporting,Studio,Good,Core & Shell,Unfurnished,Garden,109,2,2,11,0,2025,1,0,1,0,1,1,1,0,3.1,2.1,1.8,67300,11040,1.0,0.78,1380000,939000
EG-004075,Giza - Haram,Studio,New,Core & Shell,Partially Furnished,Sea/Lake,271,6,4,24,7,2018,1,0,0,1,0,1,0,0,2.9,32.1,11.8,120000,16560,1.18,0.78,4304000,4131000
EG-004076,6th of October City,Apartment,Excellent,Semi Finished,Unfurnished,Street,88,3,2,12,7,2018,2,0,1,0,1,0,0,0,2.7,23.9,3.5,31400,47000,1.08,1.0,4565000,4467000
EG-004077,North Coast - Ras El Hekma,Apartment,Good,Semi Finished,Unfurnished,City,158,4,3,24,0,2025,0,0,0,1,1,0,0,0,2.9,16.8,0.4,58700,82000,1.0,1.0,12998000,12956000
EG-004078,New Administrative Capital,Apartment,Good,Fully Finished,Unfurnished,Street,91,3,3,19,0,2025,2,0,0,1,1,1,0,0,2.6,28.2,1.0,20900,60000,1.0,1.22,6812000,6661000
EG-004079,Heliopolis,Apartment,Fair,Fully Finished,Unfurnished,Pool,185,4,3,8,4,2021,1,1,0,0,0,1,0,0,3.1,7.3,0.2,65700,25000,0.87,1.22,5280000,4909000
EG-004080,6th of October City,Duplex,Excellent,Semi Finished,Unfurnished,Garden,193,3,2,18,1,2024,0,0,0,1,1,1,1,133,2.9,34.2,0.5,106100,64859,1.08,1.0,13771000,13519000
EG-004081,Mansoura,Apartment,Good,Semi Finished,Partially Furnished,Garden,116,3,2,5,1,2024,2,0,0,1,1,1,0,0,3.0,15.7,2.3,44400,12000,1.0,1.0,1691000,1392000
EG-004082,Sheikh Zayed,Townhouse,Good,Semi Finished,Partially Furnished,Garden,301,6,5,3,1,2024,1,0,1,1,1,1,0,106,2.8,5.7,10.5,113000,61200,1.0,1.0,18857000,18421000
EG-004083,Obour City,Duplex,Fair,Fully Finished,Unfurnished,Pool,148,3,3,22,2,2023,2,0,1,0,0,1,0,56,2.9,11.3,1.3,37100,25391,0.87,1.22,4347000,3989000
EG-004084,New Cairo - 5th Settlement,Duplex,New,Fully Finished,Unfurnished,Pool,157,5,3,14,26,1999,1,0,0,1,1,1,0,44,3.3,3.4,0.3,35500,84939,1.18,1.22,19216000,19198000
